id	RNF43_WT_4	RNF43_WT_3	RNF43_WT_2	RNF43_WT_1	GFP_4	GFP_3	GFP_2	GFP_1	RNF43_659fs_4	RNF43_659fs_3	RNF43_659fs_2	RNF43_659fs_1	RNF43_117fs_4	RNF43_117fs_3	RNF43_117fs_2	RNF43_117fs_1
ENSG00000131748.15	-0.6639	-1.6696	0.1237	-1.2386	1.6317	-0.4549	0.7919	1.3932	0.0171	1.1729	0.2098	-0.4640	1.2406	-1.0086	-0.4767	-0.6046
ENSG00000125107.16	-0.6356	-0.7368	-1.2042	-1.0293	1.7898	0.1534	0.9433	-0.2294	0.5612	-0.3759	-0.0105	-0.7027	2.4532	-0.2968	-0.1317	-0.5479
ENSG00000187189.10	-1.1563	-0.5520	-0.9966	-0.4400	0.9708	1.2928	0.8627	1.2709	-0.8105	-0.8052	-0.5468	-1.5161	-0.1856	1.3226	1.2280	0.0612
ENSG00000136878.12	-1.7011	-0.6596	-0.4261	-0.3918	1.8082	0.8933	-0.0049	0.8648	0.0481	-0.5937	-1.2501	-0.3699	2.0181	0.4118	-0.4080	-0.2391
ENSG00000117308.14	-0.8395	-0.8126	-0.5799	-1.2252	1.2936	1.1950	1.3172	1.5434	-0.7071	-0.7366	-0.5459	-0.8159	1.4935	-0.1088	0.0957	-0.5671
ENSG00000102921.7	-0.3343	0.4567	-0.6895	-1.4792	0.8765	0.7970	1.2477	0.1867	-0.8715	-1.3953	0.5242	-0.3622	-0.9008	-0.3235	2.2341	0.0333
ENSG00000100478.14	0.5908	1.3897	-0.9220	1.4044	0.2226	0.4780	-0.0067	-0.9271	-1.5303	-1.1652	-1.0097	0.0409	-1.1532	1.0572	1.2235	0.3069
ENSG00000092531.9	0.7198	0.0321	-0.1607	0.8357	0.1008	1.6190	1.2109	-0.1605	-0.5750	-0.3323	-0.1652	-1.5089	-2.5006	0.1813	-0.0692	0.7730
ENSG00000160401.14	0.0681	-1.3917	0.1814	0.2413	0.9774	1.3377	-0.2004	2.1066	0.4641	0.2948	-0.2428	-0.3220	0.1896	-1.4869	-1.6448	-0.5723
ENSG00000166321.13	-0.6257	0.5096	-0.9441	0.4671	0.9537	0.7884	1.2205	1.6543	0.1047	0.3525	-0.6777	-0.5278	-2.4425	-0.7998	-0.0506	0.0176
ENSG00000196510.12	-0.3804	-0.3414	-0.6011	-0.5719	1.2872	1.4625	2.3812	-0.7147	-1.0583	-0.7789	0.1665	-0.7282	-0.2224	-0.7983	1.0402	-0.1420
ENSG00000151366.12	0.5027	0.0623	0.9338	-0.0115	-0.8727	0.7284	-0.6908	-0.7872	0.1958	1.3921	0.6537	0.8477	-2.7871	0.5616	-0.2904	-0.4384
ENSG00000231187.2	0.3694	1.5558	-0.1391	-0.4200	2.1417	-0.8810	-1.5843	-0.5585	0.9212	-1.0146	-0.1696	0.6666	-0.3813	0.4871	-1.1428	0.1495
ENSG00000234171.2	-1.0845	-0.5827	0.1649	-0.6127	-1.8811	0.5839	0.6965	0.3810	-0.1773	-0.8067	-0.6114	0.2148	2.2839	-0.0672	1.4996	-0.0010
ENSG00000119862.12	1.1564	1.1693	0.1841	0.8516	0.2346	0.2536	0.2235	-0.7942	1.0213	-0.1334	-0.3721	-0.6429	-2.1962	1.3124	-1.1885	-1.0796
ENSG00000164078.12	-1.5963	-1.2613	-1.2229	1.3547	0.4201	0.2996	-1.1088	0.2469	-0.1007	0.1900	0.6037	0.0328	-1.1005	1.5437	1.3615	0.3374
ENSG00000178105.9	-0.4816	-0.7586	-0.4259	-0.7145	1.8498	-0.3961	1.2209	0.0169	-0.4853	-0.9947	-0.7898	-1.4049	1.5702	1.3125	0.6309	-0.1498
ENSG00000163704.11	-0.2306	0.4503	0.0651	-0.3132	0.4923	0.6136	0.5951	1.5177	0.3016	-0.7760	-0.5266	0.7984	0.5443	-2.8944	-0.9823	0.3447
ENSG00000179456.10	-0.7098	-0.6069	0.0748	-0.9978	1.1268	0.7587	0.6320	-0.0200	0.0511	1.0700	1.0063	0.3256	-2.8415	0.1849	0.4757	-0.5299
ENSG00000108854.15	-0.3130	-0.7583	-0.6420	-0.5795	2.0735	0.6137	1.0474	0.8548	0.2321	-0.1426	0.0446	-0.3015	-2.5712	0.4674	0.1850	-0.2105
ENSG00000115271.10	-0.2603	-0.3023	0.1254	0.4541	0.9270	0.5362	1.3184	0.5210	-0.4137	1.4368	0.3311	-0.3715	-2.7480	-0.1860	-1.1623	-0.2059
ENSG00000175634.14	-0.4970	-0.8834	-1.0755	-0.4038	0.4471	-0.4755	0.2386	0.4466	-0.6419	-0.4318	-1.0174	-1.0938	2.2717	1.4940	1.2758	0.3464
ENSG00000165630.13	0.2443	0.2862	-0.2460	-0.1701	0.9938	1.1548	0.7197	0.4289	-1.2187	-1.0088	-1.4820	-1.0375	-1.6023	1.0738	1.4382	0.4256
ENSG00000114346.13	0.1762	-0.0783	0.3139	-0.4231	1.3201	0.7030	0.9828	0.6775	-0.2053	0.4238	0.3409	0.4207	-3.1114	-0.5349	-0.3692	-0.6367
ENSG00000273088.1	0.1219	1.0719	-0.9180	-0.0477	0.4855	-1.3211	-0.1742	-1.2415	1.6471	-0.4160	0.7031	-0.9466	0.2508	0.3893	-1.3625	1.7581
ENSG00000104228.12	-0.7954	-0.2002	-0.6703	-1.1631	0.3042	0.1893	0.6345	0.2799	-0.5106	-0.9077	-1.8187	-0.2204	1.9937	1.3746	1.2399	0.2703
ENSG00000111962.7	0.3468	-0.0833	-0.5748	-1.1978	1.1237	-0.2615	-0.6397	1.8977	0.3089	0.7078	1.9565	-0.1279	-0.7675	-1.3617	-0.6936	-0.6336
ENSG00000116396.13	-0.2338	-0.0194	0.0130	-1.2013	-1.1884	-0.0874	-0.0071	-1.2246	1.2636	2.4143	0.0055	0.7385	-0.0106	0.9181	-0.0517	-1.3287
ENSG00000105514.7	-1.8564	-1.0644	-0.9606	-1.0375	0.4762	0.9693	-0.0235	0.5520	1.5304	1.0570	-0.3432	-0.8814	1.3826	0.5048	0.2852	-0.5904
ENSG00000278535.4	1.2028	0.1253	0.6752	2.1016	-1.4491	-1.0464	-0.2574	1.3178	-0.1843	0.0776	-1.4005	-0.0210	0.6857	-0.6341	-0.3948	-0.7985
ENSG00000167088.10	0.0661	0.3855	0.9432	0.2617	-0.2553	1.0589	0.2095	-0.0599	0.0541	0.6462	0.4054	0.6442	-3.3531	-0.3604	-0.1315	-0.5144
ENSG00000179406.6	-1.3732	0.7261	-0.3930	0.6228	0.4800	1.6954	0.5721	1.3704	0.3447	-1.4857	-0.8955	-1.6408	0.7940	-0.4011	-0.0727	-0.3434
ENSG00000108852.14	-0.7450	-0.8695	-1.3845	-0.6652	1.3303	0.5481	0.8816	0.9378	-0.9557	-0.6771	-0.7486	-0.6469	2.2491	0.2110	0.3233	0.2115
ENSG00000040531.14	-1.5457	-0.3587	-1.6562	0.1966	0.8591	1.0015	-0.8768	1.9917	0.2261	0.2023	-0.0225	0.6427	0.4343	-1.0224	-0.8966	0.8248
ENSG00000043355.10	-1.2043	-0.9448	0.0464	-2.4459	0.4690	-0.4253	0.1214	0.0682	0.7521	0.2890	-0.2168	0.4987	2.1866	-0.1176	0.2545	0.6688
ENSG00000232593.6	-0.3196	-0.1324	-0.2209	-0.9764	1.5881	-0.2810	-0.6214	1.1435	2.0219	-0.3719	0.0671	0.3704	-1.9227	0.8600	-0.4388	-0.7660
ENSG00000183060.15	-0.2171	-0.2399	-0.6972	-1.0406	1.2090	1.3830	0.9963	1.8563	-1.5094	0.4858	-0.8862	-0.5976	-0.1543	-1.1171	-0.2072	0.7362
ENSG00000176915.14	-1.1813	-0.9351	-0.9971	-1.6744	1.5894	0.7983	1.2258	1.1122	-0.4038	-0.5417	0.0048	-0.7762	0.9698	0.6799	0.5934	-0.4642
ENSG00000177963.12	-0.2596	-0.8883	-1.0968	-0.8566	1.6865	1.4074	0.5410	0.9783	-0.5770	-0.6457	-0.8698	-0.7255	1.8954	-0.2783	0.2807	-0.5917
ENSG00000168621.14	1.4712	-2.4289	-0.5477	0.3166	1.5376	-0.3566	-0.9180	0.5539	-0.3013	0.4776	-0.9301	-0.1404	0.9540	0.6615	0.2012	-0.5506
ENSG00000137101.12	-0.1720	-0.4336	-0.1503	0.3746	0.1611	0.4476	1.4095	0.9720	-0.3509	-2.4299	-0.9910	-1.2061	1.0922	0.9740	0.7878	-0.4850
ENSG00000204556.4	-0.7989	0.3459	0.3587	0.5253	0.6305	0.4290	-1.2797	0.6953	0.3305	0.8971	1.0462	-0.6458	-0.5744	0.8440	-2.7687	-0.0350
ENSG00000196715.5	0.3493	0.1530	-0.3568	-0.6495	0.1105	0.5763	-0.1731	0.2296	0.4833	0.9788	0.8233	0.8523	-3.1816	0.4887	0.2442	-0.9282
ENSG00000226314.7	-0.9020	-0.0333	-0.2918	-0.7053	1.6806	1.5815	0.9594	1.2254	-1.2112	-1.0409	-0.5690	0.0242	-1.5251	0.8029	-0.0677	0.0723
ENSG00000215154.6	-0.5320	0.4123	-1.9888	-1.0136	1.0095	-0.6143	1.1708	0.3314	1.2597	-0.2100	-1.6447	-0.1517	0.4172	0.8117	-0.4096	1.1522
ENSG00000100731.15	-1.5369	-1.4008	-0.6909	-1.0389	1.3438	1.4353	1.8146	0.8518	0.0385	0.0611	-0.0143	-0.3367	-0.2951	0.6859	-0.1964	-0.7211
ENSG00000153707.15	1.3321	0.0733	0.2806	-1.1767	0.1864	0.7479	-2.8260	-0.2807	1.1853	0.1582	-0.1435	0.6081	-0.1327	-0.3072	-0.6016	0.8963
ENSG00000028310.17	1.3995	0.8158	-0.1011	1.0536	0.6113	-0.8030	-1.9153	-0.5248	0.2792	-0.4982	0.9390	1.0720	-1.7020	-0.1261	-0.9204	0.4204
ENSG00000173611.17	0.6934	-1.0208	-1.2499	-1.2595	1.4847	-0.2992	-0.9268	-0.1633	1.3242	0.7972	-0.0130	0.2792	0.3030	-0.7163	1.7589	-0.9917
ENSG00000182986.12	-1.6504	0.2817	-1.2282	1.9857	0.3299	0.2249	0.5288	0.5673	1.1291	-0.3391	0.1547	-1.2144	-1.5511	0.4668	-0.3027	0.6170
ENSG00000137200.12	-1.3696	-0.0070	-0.8469	-0.5830	1.5793	0.9683	-0.0975	2.0811	0.0176	-0.5906	-0.7551	-1.6559	0.2357	0.4561	0.6071	-0.0395
ENSG00000163938.16	-0.1333	-0.4120	1.2869	-0.4088	-0.7726	-1.0755	-1.1837	-1.1412	0.5920	0.8995	1.1206	0.2599	-1.5475	1.4890	1.1880	-0.1614
ENSG00000174485.15	-0.3618	-0.2217	-0.5315	-0.5687	1.8466	1.5902	1.5807	0.2996	-0.4043	0.1947	-0.5726	-0.7300	-2.0751	0.2481	0.1798	-0.4740
ENSG00000203883.6	0.7436	0.5187	0.4816	-1.2186	-1.2355	-0.4000	0.4154	1.3072	0.2558	0.3453	0.6061	0.4034	1.0984	-2.5372	-0.0554	-0.7290
ENSG00000160216.18	-0.6020	-0.2136	-1.6707	-0.6440	0.8546	1.4005	-0.4332	1.2709	0.0315	-0.2740	-0.1165	0.7421	1.7361	-1.2762	-1.2038	0.3983
ENSG00000198176.12	-0.0829	-0.3831	0.1498	-1.5877	-0.9741	0.2687	0.0543	-0.0638	0.7602	1.7986	1.6299	1.2991	0.1278	-1.2671	-0.8696	-0.8600
ENSG00000163635.17	-1.3450	-0.0570	-0.6961	-1.5366	1.6362	1.6916	0.8365	1.0384	0.2517	-0.0893	-0.7695	-0.8959	-0.2843	0.9130	0.1024	-0.7962
ENSG00000176204.13	-0.0529	-0.1159	-0.9288	1.4779	-0.7498	0.0057	-1.4736	1.4106	1.8574	-1.1735	-0.1480	-0.5705	-0.0215	-0.3584	1.3027	-0.4614
ENSG00000198252.11	-0.0879	0.2184	0.4185	0.4297	0.2227	0.9754	0.0031	0.4191	-0.3294	0.2486	0.9046	0.1404	-3.5101	-0.2435	0.0683	0.1221
ENSG00000044524.10	-1.6523	-0.3707	-0.1797	-0.2205	0.8011	1.5013	-0.4447	-1.3801	-0.5119	0.3627	-0.4270	-0.2471	-0.6155	1.4816	1.9594	-0.0566
ENSG00000257270.1	-1.0829	0.2413	-1.1442	0.9946	0.6404	-0.0190	-0.9809	0.3425	-1.5963	0.8229	0.6663	-0.1056	-1.4463	1.9712	0.5487	0.1472
ENSG00000273352.1	-2.1216	-0.5616	0.5163	0.6033	1.4375	0.3544	-0.5271	0.5563	0.9993	0.0420	0.6897	-0.2143	-2.1133	-0.3523	0.8053	-0.1141
ENSG00000187954.12	0.2098	-0.5971	-0.5026	-0.7568	1.3910	1.1363	1.1486	1.4503	-0.6781	-0.9234	-0.5075	-1.1729	1.6434	-0.7118	-0.1556	-0.9736
ENSG00000065534.18	1.1048	1.0384	-0.0421	-1.2218	-1.6404	-1.1270	0.2474	0.8498	1.2970	-0.8552	-0.1591	-1.0426	1.0752	-0.3960	1.2244	-0.3528
ENSG00000009413.15	-0.3949	-0.9055	-0.7277	-0.5794	2.2475	1.3235	1.3750	1.1747	0.3220	-0.6709	-0.7770	-1.0135	-0.7126	-0.0007	-0.0348	-0.6257
ENSG00000242173.8	0.0476	0.9956	0.4620	1.0124	0.4450	0.2393	-0.7740	1.2295	-0.1780	-1.3455	0.2980	0.0566	0.9966	-2.3633	-1.3548	0.2329
ENSG00000130731.15	0.2195	-0.0384	0.0889	0.0670	-2.0358	-1.4586	-1.1530	-0.2220	0.5403	0.0054	0.6090	0.7123	2.2277	-0.5701	0.9049	0.1028
ENSG00000124222.21	-1.0597	-0.4192	-1.2558	-0.4051	1.4937	1.6195	1.2538	1.4629	-0.6154	-1.0212	-0.7130	-0.9699	0.4604	-0.1617	0.5049	-0.1742
ENSG00000006757.11	-0.6048	0.8122	0.6399	0.1699	-0.1256	-0.5966	-0.3286	1.1434	-2.3546	-1.3298	-0.8669	0.0750	0.0910	1.3437	0.9713	0.9604
ENSG00000159915.12	1.2680	-1.2339	-1.7190	-1.2247	0.0590	-0.2929	0.1144	0.6283	0.0574	-1.0652	0.2255	-0.6543	0.9825	0.6013	1.9738	0.2798
ENSG00000087087.18	-0.2377	-1.0105	-0.2017	-1.2620	2.4507	0.5726	1.1201	1.0298	-0.4716	-1.0647	-0.7456	-0.7042	0.4956	0.4272	0.4029	-0.8009
ENSG00000116213.15	-0.3149	-0.6812	-1.0847	0.0821	1.1306	0.0022	-0.1321	2.3987	-1.3028	-0.5833	-0.8515	0.3986	1.5800	-0.6069	-0.4740	0.4393
ENSG00000167881.14	0.7518	-0.0798	0.0237	0.5577	1.0591	-0.5042	0.2810	-0.3359	-1.1666	-1.4775	-1.7409	-1.0055	0.0631	1.5115	1.5546	0.5079
ENSG00000077235.17	-0.4623	0.0357	-1.3887	-1.8150	1.0680	1.1513	0.8867	1.8938	0.5711	0.1509	0.2854	-0.6509	0.0510	-1.2678	-0.5093	0.0003
ENSG00000270069.1	-0.1252	0.4302	0.7359	0.6220	-0.9826	-0.1429	-0.8752	-0.0841	0.9081	1.0311	1.2033	0.1831	-2.8198	-0.3033	0.6909	-0.4715
ENSG00000232445.1	-0.1487	-0.3684	0.5347	-0.3010	0.3034	-0.4148	0.3469	1.0085	-1.0665	-0.3492	-0.4558	0.6104	-1.1081	1.5763	1.8524	-2.0200
ENSG00000159917.14	-0.1235	-0.7133	-0.7337	-1.7394	0.5052	0.5030	0.3464	0.7165	0.5107	-0.6871	-0.5954	-1.6436	-0.2179	1.3754	1.9286	0.5683
ENSG00000100150.16	1.0128	-0.2027	-1.3226	-0.9117	0.4349	-1.0410	0.0735	1.5325	0.7047	-1.3759	-0.8725	0.2038	0.9826	1.6910	-0.0707	-0.8386
ENSG00000213326.4	1.2946	-1.0759	-0.6622	-0.2918	0.0264	-0.6608	0.6372	2.0667	-0.5715	1.0448	-0.5159	1.0289	-1.5566	0.1148	-1.1331	0.2546
ENSG00000237840.6	-0.3176	-0.2318	-0.7656	-0.6265	1.4177	1.4260	0.4395	1.2482	-0.9932	0.0360	-1.0542	-1.9719	1.3082	0.1242	0.4030	-0.4420
ENSG00000078747.12	-0.7659	-0.1017	-0.8225	-0.4393	1.6300	1.5826	1.8399	0.5675	-0.9618	-0.1692	-0.4182	-0.3916	-1.4594	0.0037	0.7430	-0.8372
ENSG00000227060.6	-1.2061	-1.5552	-0.3622	0.0087	1.8116	1.2556	0.6875	0.1118	-0.8826	0.0361	-1.0876	-0.8353	0.4339	1.1891	1.0069	-0.6122
ENSG00000242282.6	-1.5352	-0.9895	-0.5803	0.1108	1.9638	1.1037	1.7403	-0.0300	0.4044	0.1430	-0.6089	-1.5938	-0.2508	0.0656	-0.1246	0.1816
ENSG00000154814.13	-0.0955	-0.0155	-0.1196	-0.8490	0.6206	-0.9552	-0.7722	-0.1192	0.0798	-0.6976	-1.3015	-0.5636	0.3200	2.4864	1.8838	0.0983
ENSG00000139725.7	0.7829	-0.5847	0.7749	-0.8596	-0.4107	-0.8062	-0.6152	-1.0476	0.7833	-0.3650	0.8051	-0.2205	2.5461	0.1659	-1.4763	0.5275
ENSG00000204149.9	-1.0678	-0.7651	-0.3570	-0.8355	2.1587	1.4671	1.2841	0.9204	0.1824	-0.6950	0.1061	-1.0075	-0.8214	0.2665	0.0832	-0.9193
ENSG00000204304.11	-0.7917	-1.0216	-1.5988	-2.0520	0.6311	1.2352	0.7303	0.9683	-0.3455	0.2706	0.2778	-0.9981	0.8609	0.6247	0.4642	0.7447
ENSG00000240344.8	1.1610	0.4841	1.3693	0.6536	-1.2579	-0.3515	0.7259	-1.1698	-0.4414	0.7510	-0.3773	-0.0166	-2.4073	0.7623	0.3967	-0.2820
ENSG00000175874.9	-0.8512	0.1324	-0.4506	0.6543	-1.7359	-0.5814	-1.1589	0.7158	1.8575	1.2658	0.1578	0.2439	-1.3941	0.8365	0.6983	-0.3901
ENSG00000109929.9	0.9240	0.2848	1.0631	0.4807	-0.2476	-0.4463	-0.3641	-1.2730	-0.4314	0.0293	-0.4921	1.3201	-2.0107	1.2722	1.1395	-1.2484
ENSG00000236562.4	0.4510	0.8201	-0.2740	0.3592	-0.7757	0.7452	1.8748	-0.0385	-0.0105	-0.8039	-2.0380	-0.5594	1.4734	-1.0778	0.5559	-0.7017
ENSG00000110693.15	-0.4316	-0.0060	-0.4628	-1.5233	0.9765	1.4114	0.7734	0.3229	0.8925	-1.5988	0.8789	0.6496	-0.7013	-1.3321	1.0257	-0.8749
ENSG00000230453.9	-0.3061	-0.9366	0.5441	1.2804	0.7104	0.1571	-2.1162	0.0695	0.6598	1.3307	0.3479	-1.2985	-0.9497	0.0773	1.2317	-0.8016
ENSG00000177542.10	0.2400	-1.9778	0.0721	-1.2253	-1.4242	0.2655	-0.8485	0.9032	1.2148	1.5480	0.3492	0.0591	1.3089	0.0912	-0.3357	-0.2405
ENSG00000171033.12	-0.6095	0.5207	0.7119	-0.1462	-1.7515	1.1840	-1.1062	0.8040	-0.0307	0.2470	1.3283	0.8037	-1.8535	-1.0151	0.1974	0.7159
ENSG00000260436.1	-0.0810	0.5454	-0.4632	-1.8146	0.6357	0.8410	0.5516	-0.0755	0.3257	-1.9759	-1.0552	0.3679	1.7646	-0.7509	0.8463	0.3379
ENSG00000260947.1	0.2914	0.4154	-0.5124	1.3660	0.7040	1.1524	0.1973	0.7978	-1.0439	-0.6512	-0.7881	0.3015	-2.4624	-0.7184	-0.1795	1.1302
ENSG00000267795.5	-1.4311	-1.0718	-0.3720	-1.3055	1.4870	1.0362	0.3251	-0.2209	1.5684	-0.3645	-0.6490	-1.3154	1.0403	0.7433	0.2942	0.2357
ENSG00000187736.12	0.2927	0.9616	-1.2603	0.7173	-1.1549	-0.1377	2.0461	0.8516	0.2458	-0.4282	-0.1620	-0.3088	-1.8449	-0.6530	-0.3171	1.1517
ENSG00000052841.14	-0.2731	-0.5392	-2.3085	-0.0514	0.3270	1.2333	-1.2486	0.8081	0.4882	0.0902	-0.7181	-0.4383	-0.0988	-0.0835	0.8885	1.9241
ENSG00000267390.1	1.1296	-0.7347	-0.0817	0.0835	0.2575	0.7954	1.0503	0.6910	-0.8533	-1.1450	-1.1500	-1.1648	2.3293	-0.7809	-0.3649	-0.0613
ENSG00000148925.10	-0.7878	-0.6203	-0.3458	-0.1801	1.3332	1.3864	0.9040	0.9122	-0.6175	-0.6059	-0.9107	-0.2374	-1.7483	0.8334	1.5411	-0.8565
ENSG00000175054.14	-0.9150	0.7554	0.2204	0.2084	1.8841	0.5345	0.4863	0.5470	-0.5830	0.1416	-0.0788	-0.2404	-2.3292	-1.1549	1.2127	-0.6893
ENSG00000260552.1	-1.3683	-1.4078	0.8263	-1.3948	0.6389	0.9899	-0.9389	0.5548	0.3291	-0.3287	-1.1700	0.2491	1.7666	-0.2379	0.7071	0.7846
ENSG00000101444.12	0.1208	-0.0556	0.1382	-0.8344	-0.6696	-2.2679	-0.7147	-0.9729	0.7851	0.7047	0.8367	0.6284	2.2212	0.1197	-0.1948	0.1551
ENSG00000115896.15	-0.9825	-0.0744	-0.4480	-0.0060	1.6954	-0.3232	1.0525	-0.9105	1.1101	0.5032	1.2888	-0.4706	-2.2007	0.5822	-0.2871	-0.5292
ENSG00000165724.5	-0.6764	-0.2457	-1.5088	-0.7083	-0.2879	0.6223	0.5245	1.1325	-0.4244	0.3512	-0.0964	-0.2433	2.4795	-0.8367	-1.1485	1.0665
ENSG00000085872.14	-0.8276	-1.0621	-0.2266	-2.1399	1.0362	-0.0704	0.3848	1.2823	0.5121	-0.0219	-0.1194	-0.4130	2.0493	0.6389	-0.2804	-0.7423
ENSG00000071553.16	-0.9378	-0.2388	-1.7286	-1.1176	0.5496	0.2461	0.6486	0.4649	-0.7540	0.4291	-0.0340	0.3545	2.5375	-0.9482	-0.2203	0.7490
ENSG00000184787.18	-0.6451	0.0739	0.2218	-1.6302	0.5934	0.2017	-1.0950	-0.9080	1.4167	0.9778	2.1206	0.1177	-1.3291	0.2634	0.0016	-0.3812
ENSG00000131089.13	-1.2782	0.9928	-0.6150	-0.6605	-0.7520	-0.8653	-0.2836	0.2457	-0.3770	-1.4517	0.8586	-0.7678	1.7705	0.9431	1.1450	1.0952
ENSG00000281103.1	-1.7157	0.5494	-0.5285	0.6906	-0.8383	-0.2650	-0.2691	2.3281	0.1325	-0.4049	0.5284	-0.7760	-0.6208	-0.4521	-0.1103	1.7516
ENSG00000164329.13	0.3469	0.1459	0.3309	-0.8283	1.8775	1.6907	1.3332	-0.4111	-0.8572	-0.8784	-1.2626	-0.0811	0.6693	-0.3711	-1.3943	-0.3102
ENSG00000260469.2	-0.6229	-1.1308	-0.1019	0.1367	-0.4814	-0.6080	-1.0458	-0.3636	0.2374	1.0263	-0.5219	-1.2338	0.5048	2.5269	1.3512	0.3265
ENSG00000160563.13	-0.1284	0.1051	0.2728	-0.2717	1.7564	0.5343	2.1893	0.2237	-1.1121	-1.4336	-0.8705	-1.4177	-0.2062	0.3032	0.4831	-0.4277
ENSG00000183397.5	-1.2894	0.1169	-1.0949	-0.5996	0.7357	1.4698	0.9059	0.6161	0.5070	0.8494	0.1778	0.4722	-1.2689	-1.9242	-0.6322	0.9583
ENSG00000176171.11	0.1490	-1.1136	-0.7705	-0.8406	0.2685	-0.1717	1.1323	0.0380	-0.7011	0.4048	-0.9247	-1.4445	2.4224	0.2910	1.2252	0.0355
ENSG00000127527.13	-0.5185	0.4100	-0.7096	-0.3442	1.3953	0.6772	0.9750	0.7725	-1.1682	-1.4687	-1.5181	-1.0362	1.6859	0.2282	0.3401	0.2793
ENSG00000083812.11	-0.7518	-0.3348	-2.0574	-0.0872	1.0982	0.4269	0.9728	1.3526	-0.5297	-0.2628	-0.3117	-0.4608	1.8139	-0.9695	-0.6646	0.7662
ENSG00000135736.5	-0.3968	0.1578	0.3953	-0.5726	0.6129	-0.1419	0.7278	0.8393	-0.0730	1.3577	-0.8215	-1.3115	1.7844	-1.4902	-1.6486	0.5809
ENSG00000162944.10	0.8221	0.7212	-0.2977	-1.1154	2.0398	0.4485	-0.8781	-0.6353	-1.2377	-0.3640	-0.6312	-0.7518	0.3134	1.6380	0.8368	-0.9085
ENSG00000174373.15	-0.2026	-0.8183	0.1420	-0.7253	1.9866	1.1074	0.6031	1.2823	-0.4324	0.7642	-1.1537	0.0025	-1.2493	-0.6094	-1.4174	0.7202
ENSG00000128567.16	-1.6265	-0.9138	-0.8980	-1.2465	-0.6615	0.3254	-1.3688	0.1101	0.9036	0.9467	1.1442	0.0261	1.5037	0.5678	1.0514	0.1360
ENSG00000171130.17	-0.3160	-0.7629	-0.4766	-0.3661	-0.5826	-1.3206	0.0037	-0.1883	-0.3669	-0.0329	-0.1850	0.4168	3.2974	0.0674	0.0274	0.7852
ENSG00000229638.1	-0.2969	-0.5153	-0.5747	1.9098	-0.8485	0.7653	0.6405	-1.1078	1.0127	0.0077	-0.1324	-0.1695	-0.6029	-1.2878	1.9984	-0.7987
ENSG00000101940.17	1.0058	-0.7796	0.7030	0.5403	-0.5747	-0.5904	-1.5537	-0.3693	0.6601	0.7454	0.3810	-0.2637	2.2035	-0.9004	-1.5429	0.3357
ENSG00000099622.13	-0.2215	0.0058	-1.1582	0.5404	0.7094	1.1797	0.7320	0.7588	-1.1270	-1.4910	-1.3758	-0.9859	1.7902	-0.2955	0.1374	0.8013
ENSG00000102221.13	0.6404	-0.0276	-0.5045	0.0022	2.2946	-0.6053	1.2038	0.3017	-1.0864	-0.4260	-1.6456	-1.5041	0.3634	-0.1647	0.6023	0.5558
ENSG00000260269.5	-0.9229	-1.7363	0.6026	-1.2792	0.4004	1.5066	1.2335	0.5337	-0.8647	0.3887	0.8858	-1.0768	0.6066	0.9582	-0.6669	-0.5694
ENSG00000261098.1	-0.2171	-0.6255	-0.5831	0.3625	1.2826	0.7963	0.4753	-0.0562	-0.3084	0.1459	0.0777	0.3719	-2.9642	-0.6919	1.2716	0.6626
ENSG00000258643.5	-0.1155	-1.6296	-0.5832	-0.7517	0.0426	0.2756	0.4376	-0.1939	-0.3503	1.0021	-0.2787	0.4649	3.0005	-0.5211	-0.6283	-0.1712
ENSG00000184281.14	-0.4560	-0.7072	-0.8208	-0.5223	1.2720	-0.6039	1.2093	0.6887	-0.5257	-1.1058	-1.1631	-1.0394	2.0518	0.7110	0.8710	0.1406
ENSG00000111196.9	0.4553	0.9326	0.8778	1.2933	0.1861	0.4167	-0.1065	0.4037	-0.6390	-0.8941	-0.8622	-0.4271	-2.7782	0.3469	1.0333	-0.2387
ENSG00000163482.11	-0.9061	-1.3219	-1.3640	-0.2071	1.2340	0.9061	0.0736	1.6029	-1.2495	-0.3297	-0.6657	-0.5671	0.4827	0.0763	0.6499	1.5855
ENSG00000102043.15	-0.1870	-0.4201	-0.4838	1.4881	0.4049	0.7645	1.1269	-0.3623	0.4188	-0.6054	-0.1697	-1.0425	-2.2234	1.6669	-0.7962	0.4204
ENSG00000162616.8	0.8217	0.6723	0.5129	-0.1048	1.3584	0.3852	0.6434	0.0001	-0.1956	0.1750	0.1194	0.3690	-3.0923	-0.3978	-0.1599	-1.1072
ENSG00000134762.16	-0.1506	0.2639	-0.4465	1.3568	-0.9128	0.5874	-0.2065	-0.8271	0.2401	0.5183	0.4460	1.6570	-2.2025	-1.3367	-0.0134	1.0265
ENSG00000213648.10	0.3726	-0.4289	0.5304	1.0763	0.4257	0.8605	0.0528	0.3797	0.5002	-1.0991	-0.3960	0.2522	-3.1620	0.6090	-0.2319	0.2585
ENSG00000198646.13	-1.1013	-0.7009	-0.4247	-1.8512	1.3134	1.3321	1.9600	0.7030	-0.1225	0.4531	0.4725	-0.6021	0.0806	-0.5684	-0.1028	-0.8407
