id	RNF43_WT_4	RNF43_WT_3	RNF43_WT_2	RNF43_WT_1	GFP_4	GFP_3	GFP_2	GFP_1	RNF43_659fs_4	RNF43_659fs_3	RNF43_659fs_2	RNF43_659fs_1	RNF43_117fs_4	RNF43_117fs_3	RNF43_117fs_2	RNF43_117fs_1
ENSG00000082068.8	0.0425	-0.1358	0.4559	-0.1473	2.2664	-0.0396	0.9167	0.2416	-0.5995	-2.0094	-1.4621	0.1004	-0.8054	-0.2160	0.1931	1.1984
ENSG00000136319.11	0.5722	0.0673	0.1258	0.3638	0.5456	-1.4669	0.6802	1.9667	-0.5382	-1.9590	-1.5269	-0.0180	0.5988	-0.5351	0.6071	0.5166
ENSG00000181991.15	0.3759	-0.0083	1.1869	-0.5265	-0.5626	-0.0918	-1.2586	0.2824	0.2931	-1.1577	-0.7586	-0.9493	2.8332	0.2509	-0.2607	0.3514
ENSG00000079819.16	1.2325	0.0800	-0.7221	-0.3898	2.1781	0.7811	0.3613	1.3726	-0.4405	-1.5504	-1.0821	-0.8890	-0.6322	-0.4077	-0.3343	0.4424
ENSG00000197927.12	-1.6538	-1.4537	0.2448	-0.7155	0.3803	0.9789	-0.7654	0.6139	0.4554	0.4776	-0.3606	0.3406	-0.8439	2.0046	1.1629	-0.8660
ENSG00000143793.12	-0.7944	-0.1866	-1.1927	-0.8079	0.7645	1.4299	0.7815	1.4161	-0.7489	-0.3066	-0.5375	-0.7185	2.1235	-0.9616	-0.3375	0.0769
ENSG00000134333.13	0.8640	0.5315	1.2975	0.1670	-0.3756	-1.1474	-0.6078	-0.9966	0.6764	0.6748	0.7573	0.5523	-2.7323	0.3890	-0.1475	0.0974
ENSG00000143184.4	-0.3242	0.0108	-1.2567	0.1245	0.2044	-1.2126	0.6044	0.6835	-1.0333	-1.4744	-0.8176	-0.1864	2.1024	1.2687	0.9054	0.4012
ENSG00000119772.16	0.0674	0.5686	-1.1817	-1.9417	0.4496	0.6314	1.4402	-0.1669	0.4486	1.3570	-0.1111	-1.9183	0.6136	0.5823	-0.4329	-0.4060
ENSG00000067113.16	-0.4609	0.0945	-0.1239	-1.4434	-1.1667	-0.3783	-0.6179	-1.7768	0.5449	1.6703	1.3712	1.2607	0.4076	-0.1942	0.9289	-0.1161
ENSG00000131845.14	-0.4292	0.1193	-0.5071	-0.0666	1.1030	1.0476	1.1517	0.8582	-1.3045	-1.3366	-1.4931	-0.8381	-0.9584	1.0909	1.2359	0.3270
ENSG00000182220.13	-0.8147	-1.8715	-0.9602	-0.8932	0.8047	1.2868	-0.3410	1.5855	0.2154	0.7936	0.6634	-0.6393	-1.2559	0.7777	-0.0382	0.6870
ENSG00000166896.7	-0.0786	-0.5616	0.2771	-0.3300	1.0092	-0.0471	0.8371	-1.0649	0.3994	-1.8204	-0.9911	0.1253	-1.5277	1.1131	1.4955	1.1647
ENSG00000048162.19	-0.6282	-0.7536	-0.7395	-1.2614	0.9051	-0.1490	-0.6108	-0.2119	1.0316	-0.8131	-0.3526	-0.2340	2.3156	1.3373	0.9689	-0.8042
ENSG00000146535.13	-0.9263	0.3914	0.2953	-0.9579	-0.1580	-0.5173	-0.7129	0.0122	0.6317	2.2123	0.5468	0.4686	-0.9766	-1.4949	-0.5208	1.7064
ENSG00000064102.14	-0.1760	-0.4577	0.3428	0.0424	1.6928	0.1059	0.8621	-0.2326	0.1065	-0.0377	0.1544	-0.4507	-2.9548	0.6551	1.0415	-0.6940
ENSG00000148426.12	-0.0770	-0.6561	0.3418	-1.5303	0.7817	-0.8590	0.6702	-0.0114	0.2976	-0.5511	0.1619	-0.9049	2.3894	1.2060	0.1166	-1.3754
ENSG00000115685.14	0.1824	-0.8456	0.3193	0.9590	0.6728	0.5187	0.0750	-0.3750	-0.8912	-0.6712	-0.6460	-0.2817	-2.2695	1.2813	1.9566	0.0150
ENSG00000122566.20	0.1761	0.1295	0.7048	0.0150	0.5600	0.6874	0.2274	0.0973	0.2705	0.6669	0.6515	0.3811	-3.4766	-0.2108	-0.4693	-0.4107
ENSG00000130649.9	-0.8319	0.4542	-0.6425	-0.3436	0.0438	0.4264	-1.6568	0.1605	0.1355	-1.3564	-1.2296	-0.0755	1.2436	1.8103	1.5155	0.3466
ENSG00000100029.17	0.5209	0.7712	1.0063	0.4999	1.2975	-0.7082	0.3561	0.6297	-0.7215	-2.0775	-1.6198	-1.3531	0.0762	0.5924	0.0124	0.7173
ENSG00000119471.14	0.0620	-0.1000	0.2426	-0.0825	0.7550	0.5206	0.8614	-0.0691	-0.5578	-0.2038	-0.3782	0.3607	-3.3430	0.4543	1.0800	0.3979
ENSG00000132300.18	0.6182	-0.9128	0.7011	-0.2290	2.3145	1.2096	0.4798	0.2128	-0.1312	0.0637	-0.8837	-0.3560	-2.0705	-0.6685	-0.6335	0.2854
ENSG00000172345.13	0.1803	-0.0144	1.1460	0.0792	-1.4503	-1.1305	-0.8743	-0.2153	0.8056	0.2517	0.6428	-1.0079	1.0637	1.7322	0.5028	-1.7115
ENSG00000175894.14	-1.5731	-0.7489	-2.1526	-0.5987	0.3403	1.3762	0.4430	0.7963	0.2511	-0.3918	-0.5745	-0.4025	1.4847	0.7805	0.2207	0.7494
ENSG00000126698.10	-0.2359	-0.0791	-0.2026	0.3587	1.5930	1.3208	1.4726	0.6909	-0.6990	-0.3266	-0.5885	-0.5583	-2.5621	0.0094	-0.1412	-0.0522
ENSG00000162076.12	-0.8939	-0.4711	-0.8703	-0.7885	0.2788	0.5207	0.3833	0.7388	-0.2122	-0.5397	-0.5609	-0.7414	3.2134	0.1149	-0.1274	-0.0448
ENSG00000130520.10	0.3867	-0.1702	0.2048	-1.7885	-0.7522	-1.4266	-0.3053	-0.9435	1.0447	0.8073	0.5860	0.2042	2.2696	0.4665	0.1137	-0.6974
ENSG00000215301.9	-0.8995	-0.5598	-0.5038	-1.6995	1.9244	0.3254	1.0929	-0.7916	0.1421	1.2120	0.6415	0.0165	-1.2077	0.9233	0.2849	-0.9011
ENSG00000229117.8	0.5785	1.1716	-0.3090	0.4418	-1.2604	-0.4257	-0.0600	-0.8125	0.9335	0.2622	0.3011	1.4373	-0.8848	-1.1410	-1.7533	1.5208
ENSG00000227372.10	-1.4881	-1.6303	-0.3892	-0.5547	-0.7178	0.8986	0.4344	1.4390	0.0487	1.4131	0.8241	-0.9121	0.7760	-0.4906	-0.7399	1.0889
ENSG00000272461.1	0.9788	1.2778	-0.0800	-0.8639	0.9445	0.9274	0.8556	-0.1996	1.0246	-1.0470	-0.0329	-0.5585	-0.6527	-2.4963	0.0412	-0.1189
ENSG00000173272.13	-0.1122	0.0895	-0.1793	-0.7196	-1.5809	0.1079	-0.9119	0.3495	0.5855	-0.1207	-0.1654	0.4799	3.1021	-0.4167	-0.7144	0.2066
ENSG00000075914.12	0.8777	1.3636	0.8797	-1.2383	-1.7881	-0.0190	-0.7569	-0.7720	0.5409	0.7411	-0.3025	-0.4333	-0.4442	2.0349	-0.2967	-0.3869
ENSG00000132031.12	-0.1769	-1.5097	1.1638	-0.0511	-1.2044	-0.5549	-0.9150	0.3586	1.4413	2.0044	0.0432	0.1251	0.2447	0.2759	0.2676	-1.5125
ENSG00000169981.10	-1.2644	-0.4249	-0.7145	-0.2524	1.4311	0.7040	0.0455	0.6145	-1.5535	-1.0412	-1.0830	0.0412	0.4088	1.0753	1.9290	0.0845
ENSG00000158483.15	-0.5435	0.5503	0.6057	1.6673	-1.3481	-0.1782	0.6583	0.3617	-0.4605	-1.4168	-0.6359	-1.1071	0.4169	-1.1584	1.0419	1.5463
ENSG00000165195.14	0.7511	1.3849	0.2711	0.7430	-0.9057	-0.4974	-1.8305	-0.4174	0.4096	-0.0660	-0.8503	-1.6888	-0.2233	1.3405	1.2686	0.3106
ENSG00000070444.14	-1.0058	0.0114	-0.8546	-0.8461	1.3849	1.5805	0.9233	1.4064	-0.7324	-0.4602	-0.9972	-0.8341	0.8775	-1.1326	-0.1962	0.8752
ENSG00000218227.3	-1.0590	-1.0648	0.2523	0.6340	2.5916	0.5986	-0.0787	0.0195	-1.1386	-0.3780	-1.0700	-1.0990	0.3173	0.7805	0.8240	-0.1298
ENSG00000066697.14	1.4680	0.5458	0.3080	-1.1454	0.2968	1.1742	0.0131	1.7885	-0.3984	0.0487	-0.3419	0.6027	-0.2882	-1.7396	-1.2118	-1.1205
ENSG00000083444.16	-0.4562	-1.2314	0.4948	-1.3239	0.5168	-0.8545	0.2826	-0.5281	1.2984	0.8565	1.6380	0.6820	1.0499	-0.6652	-1.6739	-0.0858
ENSG00000255458.5	-1.6684	0.2326	-1.9998	-0.2464	-0.4344	1.3329	-0.0054	1.2915	-0.5385	0.0618	-0.9453	-0.2786	0.9297	1.1233	0.1128	1.0321
ENSG00000145982.11	-0.0543	-0.2297	-0.0260	0.2966	1.4341	-0.2016	1.1090	0.5185	-1.9493	-1.5366	-1.5058	-0.7165	0.7874	0.9461	0.8523	0.2759
ENSG00000142552.7	-1.1171	-1.0860	-1.0658	-0.7392	-0.1579	-0.4856	1.0932	-0.4669	-1.0361	1.4026	0.8060	0.2513	0.7073	0.5985	2.0199	-0.7243
ENSG00000149923.13	-0.5452	-0.7679	-0.6282	-0.8846	1.3804	0.9533	1.4372	1.3058	-0.1182	-0.2285	0.1752	-0.2253	1.4942	-1.5031	-0.9900	-0.8552
ENSG00000272079.2	-0.7100	-1.7877	-0.9321	-1.1482	1.3754	1.2196	0.6469	0.7671	-0.9430	-0.0304	-0.6732	-0.3919	1.1362	0.7435	1.1126	-0.3847
ENSG00000149925.16	0.1060	-0.2055	0.1344	-1.5647	0.1618	-1.5923	0.3181	-0.9028	0.5854	0.6064	0.9331	0.4764	2.4348	-0.2273	-1.0877	-0.1762
ENSG00000143882.10	-0.1088	-1.0087	-0.1942	-1.8875	-0.1516	0.6054	-0.9946	-0.9062	1.1036	0.6170	0.4108	1.5405	-0.3854	1.6111	0.6663	-0.9175
ENSG00000144959.9	0.2331	0.5317	-1.3448	-1.0318	1.0486	-0.9572	-0.0275	-1.7323	-0.7241	0.5114	1.7458	1.1239	0.0455	-0.2301	-0.4007	1.2084
ENSG00000159733.13	0.2575	-0.2125	-0.4462	-0.9180	-0.0790	-1.7726	-1.3776	-0.5460	1.4229	0.6746	0.4638	-0.4463	2.2019	-0.2556	0.2332	0.8001
ENSG00000117602.11	0.5067	-2.0157	-0.4247	0.1432	1.0049	1.0721	0.5801	1.6906	-0.6064	0.3412	-0.6733	0.1572	-1.6338	-0.3632	-0.7073	0.9284
ENSG00000054983.16	-0.6255	0.9892	0.5336	-0.5579	1.3949	1.1397	-0.4912	0.3167	-0.1184	1.3040	-0.9539	-0.6150	-0.2194	-2.4868	0.4567	-0.0665
ENSG00000112200.16	-0.5512	-0.6764	-0.6875	-0.5968	0.3732	0.6343	2.4568	0.2310	-1.2152	-1.0684	-0.8106	-0.0934	-0.7078	0.9581	1.3956	0.3585
ENSG00000163376.11	0.9343	0.6515	0.1936	-0.7093	0.3219	1.1745	0.4959	0.1377	-0.4865	1.0254	0.6105	-0.6883	-2.8429	-0.2058	0.3893	-1.0017
ENSG00000249614.1	0.3819	0.2320	-0.5756	-0.1356	0.8267	1.1993	0.4391	-0.4613	1.0728	0.0258	-0.1893	-0.4845	-3.0221	0.4695	0.8601	-0.6387
ENSG00000101236.16	-0.5746	-0.6579	-1.0635	-0.9169	1.9225	0.7744	1.8435	0.5038	0.4287	0.3886	0.6243	0.0674	-1.3624	-0.6772	-0.1881	-1.1126
ENSG00000113360.16	-0.8458	0.4938	1.6170	-1.1275	0.9617	1.4494	-0.9622	-0.9581	1.4282	0.6200	-0.2036	-1.2906	0.3242	-0.2698	-0.9436	-0.2931
ENSG00000170325.14	-0.9473	-1.1578	0.2850	-1.9045	0.2829	-0.8536	0.8271	-0.1579	-0.0824	1.6763	0.5353	0.8507	1.7887	-0.5952	-0.2198	-0.3277
ENSG00000104142.10	-0.2346	-0.7758	-1.3151	-1.0923	1.7723	0.3664	1.6303	0.7963	-1.2310	-0.2678	-0.5501	-0.0999	1.6327	-0.0480	-0.0514	-0.5319
ENSG00000156467.9	0.1965	0.0813	0.9160	0.4649	-0.4962	0.4866	0.0061	-1.0612	0.0266	0.7600	0.6416	0.1817	-3.1924	0.9790	0.2472	-0.2377
ENSG00000256566.1	1.0088	0.4269	0.3858	-0.6314	0.6202	1.0294	0.6997	-0.2854	0.1092	-1.2459	-0.2986	-0.0760	-2.2664	0.8908	1.1544	-1.5215
ENSG00000165716.9	-0.7434	-1.0658	0.1455	-0.6345	-1.0322	-0.7600	-0.4519	-0.1585	1.0988	1.1839	1.0655	1.1504	2.0111	-1.0451	-0.8914	0.1278
ENSG00000224870.6	-0.9207	-0.6836	-1.5883	-1.8815	0.9968	1.4333	0.8420	1.1795	-0.8497	0.5748	0.7480	-0.1714	0.7199	-0.2208	-0.4430	0.2646
ENSG00000204308.7	-0.5606	-0.9720	-1.2480	-0.6906	0.7258	0.9178	0.8897	0.9133	-1.3655	0.0635	-0.5076	-0.2842	2.4770	-0.5849	0.0895	0.1368
ENSGR0000223773.7	-0.5527	-0.2467	-0.4998	-0.5622	1.6254	0.6711	1.5207	1.7127	-0.5515	-0.7167	-1.6887	-0.8464	-0.5228	0.8391	0.3277	-0.5092
ENSG00000226232.8	-2.6282	0.3456	-1.0300	0.0046	1.1295	1.4906	0.6379	0.7722	-0.5033	-0.6056	-0.0982	-0.7721	-0.1506	0.0051	1.0006	0.4019
ENSG00000183570.16	-1.1967	-0.6814	-0.3626	0.2635	1.5937	-1.3238	0.0235	0.9542	-1.1671	-0.2339	-1.3397	0.1349	1.7513	-0.0764	0.9243	0.7362
ENSG00000101680.13	-0.1262	-0.6956	0.3206	-0.5529	-1.0548	-0.7749	-0.4786	-0.2897	2.7587	1.4368	0.9487	0.2227	-1.0227	0.0207	-0.6222	-0.0905
ENSG00000255284.1	-0.5664	-0.0446	-0.0481	-0.6032	-0.6934	-0.5674	0.1453	-0.5025	2.3628	1.2854	0.5957	-1.0789	1.4890	-0.4650	-1.4260	0.1172
ENSG00000111785.18	-0.9337	-0.9235	-0.5352	-0.9579	1.8426	1.1152	1.5523	-0.5240	-0.2583	-0.7060	-0.6546	-0.2530	-0.9725	0.9673	1.3412	-0.1000
ENSG00000261279.5	0.3397	-0.4014	1.3532	1.1662	-0.2052	0.1370	-1.6052	-0.9558	0.8119	-0.9982	0.8645	0.6926	-1.0679	1.1580	0.3004	-1.5897
ENSG00000173846.12	-0.7472	-0.4861	0.0450	-0.7629	1.8895	0.1113	1.4753	0.6037	-1.0480	-0.3281	-0.5620	-0.9368	-0.3826	1.3444	1.1416	-1.3570
ENSG00000168303.6	-1.5337	-0.6535	-0.1501	-1.5838	-0.6186	0.5087	-0.1938	-0.2529	1.1997	1.4849	0.4693	1.2459	0.7914	0.7082	0.1232	-1.5450
ENSG00000163064.6	0.9461	-0.4061	0.5451	-1.2724	0.9649	0.0062	-0.2193	-0.6866	-0.4014	-1.2595	-1.2095	0.2831	1.7251	1.9235	-0.1817	-0.7574
ENSG00000126562.16	-0.4004	-0.2964	0.3031	-1.4725	1.6302	-0.0721	0.9245	0.4862	-0.3677	1.5169	-0.2476	-1.2963	0.1276	0.7345	0.3923	-1.9622
ENSG00000113441.15	-0.1275	-0.4263	-0.8414	-0.5199	0.7451	1.6701	0.2232	-0.3493	0.6747	1.1125	0.1860	-0.1679	-2.8935	0.3147	0.1793	0.2202
ENSG00000107185.9	-0.1963	-1.1711	-1.0237	-1.6767	1.1229	1.2765	0.1807	1.7754	0.3251	-0.7002	-0.9033	-0.9790	0.8419	0.3431	0.6669	0.1179
ENSG00000082515.16	0.7264	0.1925	0.6588	0.0744	0.5552	0.3120	-0.0867	-0.5577	-1.5031	-0.7314	-1.1850	0.3639	-2.0048	1.9078	1.1213	0.1562
ENSG00000232412.1	-1.2435	-0.3536	-0.0827	1.1627	-0.1143	0.3454	0.7674	0.8262	-0.2347	-0.4486	-2.1224	-0.2013	-1.2378	1.5889	1.3062	0.0420
ENSG00000279069.1	0.5171	1.0658	-1.2308	0.2274	-0.0850	0.4899	0.0241	1.8949	0.2729	0.1887	0.3964	-0.3490	-0.5095	-2.7173	-0.3593	0.1736
ENSG00000182307.12	-0.3441	-0.1690	-0.0180	-0.3660	-1.3748	-0.3389	-1.0924	0.5012	-0.0914	-0.5431	-0.1972	0.4227	3.2609	0.0798	0.3250	-0.0546
ENSG00000228502.1	0.9027	-0.2104	0.2037	-0.2939	-0.3210	-0.3856	0.5780	-1.6706	0.9109	-0.2269	-0.0077	0.8683	-1.5937	-1.5557	1.1601	1.6417
ENSG00000270015.1	-1.1731	-1.3712	-1.1269	-0.2923	0.0602	1.1159	-0.6236	-0.4108	0.9875	0.5590	-0.7301	-0.6330	0.2517	1.4153	2.0699	-0.0983
ENSG00000117682.16	0.9210	0.9368	0.2332	-0.2999	0.1904	1.5076	0.4339	1.4079	-1.0210	-1.3178	-1.2947	-1.9708	-0.1474	-0.2468	0.3860	0.2816
ENSG00000174197.16	-0.7060	0.9345	-1.5791	-1.4877	1.4643	1.0389	0.6510	0.4216	0.8634	-0.0905	-0.6793	-0.4174	-0.7779	0.1366	1.3502	-1.1224
ENSG00000175643.8	-0.4686	-0.1826	-0.6795	0.6123	0.9308	1.7404	1.0294	0.3424	-1.0418	0.0716	-0.2898	0.5388	-2.5352	-0.7606	0.0932	0.5993
ENSG00000269968.1	-0.0851	0.3105	0.8565	0.3382	0.8220	-0.3123	-3.1735	0.4276	0.9445	0.7455	0.8821	-0.4974	-0.6070	-0.2556	-0.0641	-0.3319
ENSG00000136631.12	-0.2762	0.3747	-0.4299	0.2072	1.2167	1.3609	1.5748	0.8351	-1.5065	-0.8808	-0.4538	-0.5270	-2.0872	0.3479	0.1923	0.0517
ENSG00000196338.12	0.0010	-0.7191	-1.4754	-1.0590	1.9679	1.2443	0.6781	1.4665	0.2929	-0.2192	-1.0276	-0.4615	0.8855	-0.3487	-0.8292	-0.3966
ENSG00000066777.8	-0.0914	-0.9775	-0.3541	-1.8759	0.7756	1.2046	0.7511	0.6038	-0.9581	-0.0700	-1.2910	-0.0499	2.1424	0.1771	-0.3071	0.3203
ENSG00000184979.9	-0.3182	-0.6538	-0.2000	-1.0009	0.6544	-1.3378	0.4289	-0.1234	-0.7985	-0.2941	-0.1186	-1.1317	1.0004	2.0341	1.9608	-0.1014
ENSG00000272335.1	-0.4662	0.0073	-0.5760	0.8660	-0.0612	1.4160	-1.0472	0.3290	0.4798	0.2353	0.0699	0.6580	-2.9837	-0.1552	0.4104	0.8178
ENSG00000267041.5	0.1564	1.2074	0.3181	-0.1579	0.9687	0.2556	1.6288	-1.1512	0.5400	-0.7749	-0.8503	-1.1125	0.1425	1.0732	-0.1557	-2.0882
ENSG00000111530.12	-0.0381	-0.0400	-0.1075	-0.4179	0.9702	0.3482	0.8941	-0.2362	-0.2597	0.5420	1.1002	0.6864	-3.2692	-0.3768	0.1085	0.0959
ENSG00000214176.9	-1.6523	-0.6964	-1.4139	-1.1554	1.2003	0.9743	0.6852	0.7898	0.0705	-0.0676	-0.1719	-1.1351	1.2516	1.0636	0.8029	-0.5456
ENSG00000240087.3	-0.7894	0.6071	-0.7265	-0.2297	1.1160	-2.7165	0.9466	0.5134	0.7024	-0.4098	0.3554	1.0479	-0.0631	0.4680	0.3628	-1.1845
ENSG00000056972.18	1.1618	-1.1937	-0.0458	-1.1642	1.1184	-0.2198	-0.0035	-2.0813	0.5206	-0.1149	-0.1944	-0.0264	-0.6684	1.1995	1.7401	-0.0281
ENSG00000143157.11	0.8543	1.7684	0.5172	0.5891	-1.9196	-1.1202	-1.4403	-0.0242	0.1607	0.1298	-0.2696	0.4313	0.9543	-1.2230	-0.2656	0.8575
ENSG00000205927.4	0.8468	1.2177	1.1944	-1.2055	-1.6250	-1.0892	-0.7898	-1.1262	1.1727	0.8323	0.9326	0.1799	0.6129	-0.6030	0.1374	-0.6880
ENSG00000275778.1	0.7327	-1.1275	-1.5596	0.4943	1.2294	-0.1247	0.8248	0.6543	-0.0272	-2.4063	0.4870	0.5271	0.3825	-1.0002	0.5260	0.3875
ENSG00000142875.19	0.6145	0.8075	0.1380	1.5346	-0.6527	1.0709	-0.0281	0.7246	-0.9495	-0.1345	-0.4087	-1.3485	-1.9232	-0.9334	0.0678	1.4206
ENSG00000075790.10	0.3785	0.1547	0.6362	0.7629	-0.1199	-0.2656	0.1050	0.2778	0.3301	-0.0362	-0.0453	0.1550	-3.4012	1.2430	-0.5391	0.3640
ENSG00000109606.12	-0.6185	-0.6022	0.3053	-0.9245	1.1234	0.7239	0.8765	-0.3070	0.1619	0.7229	0.5786	0.5390	-2.8371	0.6212	0.5193	-0.8828
ENSG00000120451.10	-0.1273	0.3586	-1.5394	0.4304	0.7152	0.8945	0.6618	0.7653	-1.7066	-1.2055	-1.9356	0.0808	0.8173	0.3837	0.5590	0.8476
ENSG00000276291.5	-0.4399	-0.3781	-0.4725	-1.4138	1.8222	1.0728	1.1418	1.1900	-0.8758	-0.7950	-1.6314	-0.7537	0.5182	0.4139	0.2744	0.3267
ENSG00000117133.10	0.7041	0.4887	0.9940	0.6559	0.0273	0.5751	-0.0265	-0.1103	-1.1157	-0.8178	-1.2532	-0.5840	-2.2340	1.5594	1.1200	0.0170
ENSG00000085999.11	0.2186	1.0751	-1.3920	1.2514	0.2100	0.8928	-1.0978	0.6157	0.4240	-1.0395	-0.3173	-0.6633	-1.8292	-0.4943	0.7783	1.3675
ENSG00000269910.1	0.0138	-0.3430	0.1095	-0.5483	1.1116	1.2601	-1.1572	0.8395	-0.0868	0.5950	0.6076	0.8930	0.4132	-2.6791	-0.8995	-0.1294
ENSG00000110172.11	0.7222	1.0276	0.8614	-0.3743	1.1300	-0.1851	-0.1344	-0.5380	0.0250	0.2241	0.1894	0.2587	-2.7580	0.3840	0.7385	-1.5712
ENSG00000184014.7	-0.6955	-0.9004	-0.1686	-0.7943	2.0425	1.8392	1.3293	0.4682	-0.0265	0.2366	0.2383	-0.4150	-1.3256	-0.1273	-0.8468	-0.8541
ENSG00000113732.8	0.0470	-0.3648	0.3528	0.2854	1.5341	0.6550	1.4052	-0.3106	0.1771	0.9214	0.6313	0.2441	-2.0594	-0.9713	-1.4113	-1.1360
ENSG00000278603.1	0.3237	-0.5637	-0.5095	0.5580	-0.0667	0.2180	-0.0071	0.4946	-3.2286	-0.7966	0.2618	0.2703	1.0500	0.8939	0.5752	0.5268
ENSG00000143178.12	-0.2500	-0.5581	-0.9696	-1.2651	0.6105	0.1000	1.4977	-0.9887	-0.2963	-1.2684	-0.5116	-0.7177	1.3091	1.6667	1.1122	0.5292
ENSG00000126953.5	1.1805	0.8924	0.1585	1.0743	-1.3488	0.3942	-1.1390	0.3450	-0.3255	-0.4142	-0.2131	-0.3151	-2.3067	1.1797	1.0330	-0.1951
ENSG00000152409.8	-0.7525	0.9606	-1.3958	-0.5362	1.6278	1.2168	0.8700	0.2933	-0.6978	-0.0966	-0.6525	-0.5024	-2.0266	0.3563	0.6448	0.6910
ENSG00000232573.1	-0.5554	0.1501	-0.5289	-0.0502	-0.8117	0.7499	0.0157	0.0340	0.6815	-0.8727	0.5014	2.1187	-0.0626	-2.3175	-0.3549	1.3026
ENSG00000069431.10	-0.8730	-0.0880	-1.4348	-1.1266	0.3057	1.6815	0.5709	-0.2738	1.2475	0.3226	0.4786	-0.8876	-1.0342	1.8351	-0.0426	-0.6814
ENSG00000107263.18	-0.1207	-0.3056	-0.3978	-1.4040	-1.3092	-0.5221	-1.3459	0.4718	-0.3570	0.4377	0.6797	0.2692	2.6336	-0.0383	0.8721	0.4364
ENSG00000267313.7	1.2168	0.7347	0.7134	0.8134	-0.0959	-1.9378	0.4433	-0.2657	0.0521	0.8250	-1.8689	-0.7468	-1.4770	0.5708	0.4288	0.5938
ENSG00000105865.10	-0.0234	0.0165	0.1913	0.3186	0.2996	0.0031	0.1950	1.3769	-1.1688	-0.6342	-1.2531	-0.4055	-2.0649	0.7372	2.1055	0.3062
ENSG00000180089.5	-0.7950	-0.8151	-0.3830	-0.2202	-0.6526	1.0434	-0.6392	-1.5370	0.8387	0.9142	1.4979	0.3384	1.1977	1.0458	-0.1704	-1.6638
ENSG00000254595.1	-0.7171	0.3613	0.1244	-2.0929	-0.1647	1.0349	-1.3803	0.5843	-0.4679	-0.3036	-0.4104	0.5459	-0.7102	1.7420	1.4652	0.3890
ENSG00000147509.13	-0.1595	-0.9309	-1.3928	-0.7323	0.2646	0.5907	-0.7392	0.7123	-1.3975	1.4699	0.3535	-1.4792	1.1255	1.1667	0.1024	1.0460
ENSG00000084623.11	0.1414	0.5729	1.0997	-0.5434	0.5079	-1.0671	0.7197	-0.8559	0.0245	-1.6224	-0.7177	-1.2586	-0.5325	2.0650	1.0026	0.4639
ENSG00000164104.11	0.6612	0.7341	0.8196	1.6641	-0.0374	1.1163	0.1204	0.7230	-0.5603	-0.2036	-0.1743	-0.1658	-2.5020	-0.8856	-1.1461	-0.1638
ENSG00000222011.8	-0.9990	-0.1644	-0.7366	-1.3613	0.9733	1.0365	1.0846	1.7981	-0.5947	-1.4395	-0.8002	-0.3470	-0.3074	0.9408	0.9883	-0.0716
ENSG00000177889.9	1.1709	-0.7441	0.8235	-0.2088	0.9307	0.1360	0.8394	-0.2161	0.1437	0.3323	0.4255	0.5806	-3.0812	-0.1335	-0.3289	-0.6699
ENSG00000204392.10	1.0154	0.8441	0.9606	0.4692	-1.4671	-1.1377	-1.4466	-1.9985	0.3021	0.7105	0.7221	0.6306	-0.5464	0.7194	0.4457	-0.2234
ENSG00000165029.15	-0.4146	-0.2589	-1.2812	-0.8205	1.7288	1.3091	1.5462	0.9093	-0.3637	-0.2637	-1.0908	-1.0270	0.1607	0.9855	-0.0818	-1.0374
ENSG00000029639.10	0.1777	0.5766	1.1282	1.0003	-1.3603	-0.8909	-1.5896	-1.0039	1.0075	0.0759	-0.9631	-0.1140	-0.9462	1.5507	0.7463	0.6047
ENSG00000239523.5	0.4910	-0.2593	0.5073	0.7575	1.2109	2.1301	-0.7553	0.4027	-1.9821	-0.9848	-0.7526	-0.5461	0.6831	-0.9401	-0.0504	0.0883
ENSG00000196290.14	1.7108	-0.4623	1.2388	-0.1958	1.1740	0.5362	1.3457	-0.0734	-0.0851	0.0592	-1.3417	-0.9319	-1.3481	-1.4951	-0.2442	0.1129
ENSG00000148677.6	0.5758	0.4259	1.2801	0.1003	-0.3241	-0.0157	-0.0124	-0.6530	0.7908	1.1111	1.0847	0.8573	-2.2594	-0.4674	-1.0224	-1.4718
ENSG00000153898.12	0.4327	0.6751	-1.2440	-1.1615	-0.4688	-0.4793	-0.1580	1.3455	1.0840	0.7233	1.1821	-0.2093	-2.3544	-0.0040	0.6993	-0.0626
ENSG00000146085.7	-0.1893	-0.2666	-0.7318	0.1767	1.1078	1.3526	1.3810	0.4093	-0.8649	-0.4275	-0.7616	-0.4622	-2.4842	0.6685	0.9038	0.1884
ENSG00000009844.15	0.2962	0.1896	0.6250	0.4046	1.3401	0.2547	1.3693	-0.3878	-0.9994	-0.6935	-0.5592	-0.5758	-2.5546	0.6990	1.0450	-0.4533
ENSG00000131368.7	0.6743	0.4650	1.2781	-1.0143	-1.5568	0.3918	-2.0543	0.7768	0.8426	0.1550	0.4949	0.9311	0.6674	-0.0703	-1.0512	-0.9300
ENSG00000159263.15	-0.2910	0.1016	0.6853	0.2341	0.3345	-0.1310	0.2209	1.4687	0.6095	-0.5135	0.2357	0.0933	0.8747	-3.0148	-1.1890	0.2809
ENSG00000275832.4	1.0790	-1.4870	-1.1669	-1.3630	0.7457	0.2430	0.3221	-1.3058	0.2489	-0.2472	-0.0466	-0.4023	2.0377	1.1976	0.2929	-0.1483
